Account ID,Account Name,Brand Name,# of Branches,Sector,Contact Person
755184,Hajr Company,,1,,
578319,___ ___ ___ ______ _________,,2,,
775057,____ ____ ______ ______ _______,,2,,
972949,maatem ebda,,1,,
602698,_____ _____ ____ ______ _________,,1,,
789054,_____ ____ ______ _________,,2,,
894535,_____ _____ ______ ______ _________,,2,,
583939,____ ____ ____ ____ _______ _______ _______,,1,,
135686,_____ ____ ______ ______ _________,,1,,
525477,____ ___ _______ ________ ____ ___ ____,,1,,
236780,____ ____ ____ _____ ____ _______ _______,,1,,
943623,____ ____ ____ _____ ________ ______ _________,,1,,
987049,____ ____ ____ __ _________ _______ _______ _______,,1,,
589452,____ ____ _________ ___ ____ ______ _______ ____ ___ ____,,1,,
942433,Nash Cafe,,1,,
984703,____ ___ ____ _____ ________ ( ___ ____),,1,,
901282,____ _____ ______ ______ _________,,1,,
853776,____ ____ ______ _________ _______,,1,,
747811,_____ ____ ____ ___ _______ ______ _______,,1,,
465960,____ ____ _____ ________ ________,,1,,
734719,_____ _____ _____ ______ _______,,2,,
569577,____ ___ ____ ______ _________,,1,,
153503,_____ ____ _______ ____ ______ ______ _________,,3,,
283880,____ ___ ______ _______,,1,,
425010,____ _____ ____ ______ _______,,1,,
184475,_____ ______ ___ _______,,2,,
355935,_____ _______ _______ ______ _______,,1,,
234973,_____ ___ ___ ______ _________,,1,,
209917,____ _____ ________ ______ ____ ___ ____,,1,,
214351,___ ___ ______ _________,,2,,
479323,_____ __________ _______ _____ ______ _________,,3,,
332044,____ _______ _______,,1,,
769228,_____ ____ ______ ________,,1,,
502548,____ _____ _ ____ ________ _______ _______,,1,,
408241,____ _____ ______ ______ _________,,1,,
110632,____ _____ _______ _______ _______,,2,,
485876,____ ____ ______ _________,,0,,
163964,____ ___ ___ ______ _________,,1,,
443273,_____ ____ _______ ______ _________,,1,,
890067,_____ ____ _____ _______,,1,,
403958,_____ ____ _______ ____ ______ ______ _______,,1,,
773346,____ ______ ____ ______ _________,,1,,
173678,____ ____ ______ _________,,1,,
688439,____ ______ ____ _______,,2,,
924960,_____ ____ _______ _______,,1,,
929328,_____ ____ ___ ________,,1,,
655942,____ ___ _____ ______ _______,,1,,
290654,____ ____ _____ ______ _______,,2,,
469642,____ ____ ______ ______ _________,,1,,
385045,_____ __ ____ ______ _________,,1,,
705585,____ ___ _ ___ _______ _______,,1,,
410050,_____ ___ ___ ________,,1,,
704562,____ ____ ______ _________,,1,,
903909,_____ ____ ____ ___ ____ _____,,1,,
346070,_____ _____ ___ ______ _______,,1,,
497906,____ ____ ______ _________,,1,,
677330,____ _______ _______ _____,,1,,
991712,_____ ____ ______ ______ _______,,1,,
916492,____ _____ _____ _______ _______,,1,,
653245,____ _____ ______ _________,,1,,
915418,_____ ____ ______ ______ _______,,1,,
474492,VAN HOUTTE CAFE,,1,,
147525,_____ ____ __ ______ _________,,1,,
700305,_____ _______ ______ _______,,1,,
814813,____ ___ ___ ________,,1,,
883376,____ ____ ______ _________,,1,,
301719,____ _____ ______ _________,,2,,
692527,_____ ____ _______ ______,,1,,
612739,____ ____ ______ _________,,2,,
844795,____ ______ ___ ____ _______ ______ _______,,1,,
973221,____ ______ _______ _______,,1,,
325871,____ _____ ______ ______ _________,,1,,
554040,____ _____ _______ ________,,2,,
327406,____ ______ ______ _______,,2,,
985141,______ ______,,1,,
429812,____ ___ ___ ____ ______ _______,,1,,
840384,Lahdeat Joua,,0,,
401538,____ _____ _____ ____ ______ _______,,1,,
774386,____ ______ _______ ______ _______,,1,,
876840,___ ____ ______ _________,,1,,
500681,____ ____ ______ _______ _______,,1,,
997291,_____ ____ ______ _______,,1,,
869010,____ ____ _____ ______ _________,,1,,
887145,____ _____ ______ ________,,1,,
347886,_____ ___ ______ _______ _______,,1,,
156138,_____ ____ __ ____ __ ____ ________ ______ _________,,1,,
292997,____ _____ ____ ________,,1,,
459612,_____ ____ ____ ____ _______ ________,,1,,
913789,_____ _____ __ ______ _________,,1,,
634958,____ ___ ____ ______ _________,,1,,
341727,___ ___ _____ ______,,1,,
121592,_____ ____ _____ __ ____ _______ ________,,1,,
339551,____ ___ ___ ______ _______,,1,,
948824,____ ___ ______ ______ _________,,2,,
568263,____ ____ ___ _______ _______,,1,,
421351,_____ ______ ______ _________,,1,,
503159,_____ ___ _______ _____ _________ ___________ ________,,0,,
368142,_____ ____ ____ __ ____ _______ ______ ________,,1,,
248755,____ ____ ___ ______ _______,,1,,
509380,_____ ____ ____ ____ ____ _______ ________,,1,,
265768,____ ____ ______ ______ _______ ________ (___ ____),,1,,
609173,_____ ____ _____ ______ _______,,1,,
155674,____ ______ ____ ______ _________,,1,,
856368,Dunn,,1,,
404277,_____ _____ ______ ________,,0,,
204244,Kangaroo coffee shop for drinks,,1,,
680464,_____ ____ ___,,0,,
567576,____ ______ ______ ______ _________,,2,,
287822,____ ______ _______ _______,,3,,
615227,_____ ____ ______ _________,,1,,
799250,____ _____ _____ ________,,2,,
904621,Alkufah Alaseil,,1,,
626407,_____ ______ ______ ________,,0,,
997908,____ _____ ______ _______,,1,,
761849,_____ ________ ______ ________ ______ _______,,2,,
650155,_____ ______ _______ _________ _______,,1,,
404504,_____ _____ ____ ___ ________ _______ _______,,1,,
751458,____ _____ ______ _________,,1,,
581518,____ ____ ____ _____,,1,,
809929,____ __ ___ ______ _________,,1,,
908232,Flafel basket,,2,,
342417,____ _______ _______ _______,,1,,
610046,_____ _____ _____ _______,,1,,
987045,____ ____ ______ _________,,1,,
650093,_____ ______ _______ ________,,1,,
171449,_____ ____ ___ _______ _______,,1,,
838894,___ ___ _____ ______ _________,,1,,
359676,_____ ____ ____ _______ _____ _________ _ _____ _________,,1,,
405377,ODD,,0,,
644874,____ _______ ______ _________,,1,,
493169,_____ _____ ______ _________,,1,,
440767,_____ ____ ______ ______ _________,,0,,
807039,_____ ____ _________ ____ ______ ______ _______,,1,,
291221,_____ ___ ____ _______ _______,,1,,
633637,_____ _____ ____ ______ ________ ________,,1,,
905103,Luqimat Feda (Bustan),,1,,
323699,_____ ______ _______ ______ _________,,1,,
679431,____ ___ ___ _________ _______,,1,,
205837,_____ ___ ______ _________ ______,,1,,
623724,_____ ____ ______ ______ _________,,1,,
321506,____ ___ ____ ______ _________,,1,,
794640,____ ______ ____ ______ _________,,1,,
450699,____ _____ ____ __ _____ ______ _______,,1,,
158161,Mazaq Alsereh,,3,,
942534,Farm Friends Burger,,1,,
190916,_____ _____ ___ ____ _____ ________,,1,,
582974,Road Sandwich Restaurant,,1,,
438649,____ ____ _____ ______ ________ ____ ___ ____,,0,,
278711,PZA,,1,,
616039,Forn Al dakah Restaurant For Meals Services,,1,,
827082,_____ ______ ______ ______ _________,,1,,
553654,____ ____ ____ _______ _______,,1,,
195168,____ _____ _______ ______ _______,,1,,
860639,Active Day,,0,,
655858,_____ ____ ______ ______ _________,,1,,
587696,_____ ____ _______ _______,,1,,
590856,Hum Yum,,1,,
159130,_____ ____ ______ _______ _______ ____ ___ ____,,1,,
587240,_____ _________ ____ ____ ________ ________,,1,,
688327,HORN & SHRIMP IT,,1,,
185063,_____ ___ _______ ________,,1,,
877199,Raslan Tea,,1,,
676090,____ ____ ___ ____ __ _____ _____ _______ _______,,1,,
938776,_____ ___ _______ _______,,1,,
700691,____ _____ ___ ______ _______ ________ - Tomanjie,,1,,
965697,Captain Smoky Restaurant,,1,,
173490,____ _____ ______ ______ _________,,1,,
317487,_____ ______ ____ ___ ________ ________,,1,,
445284,Ovo Lounge,,1,,
399842,_____ ____ ____ __ ____ _______ ________,,1,,
540817,____ ____ ______ _______ _______,,2,,
769461,___ ___ ____ ______ _________,,2,,
912855,_____ ____ ____ ____ _______ _______ _______,,1,,
596293,____ ______ ______ _______,,2,,
889267,_____ ____ _______ _______,,1,,
663107,____ ____ ____ ____ ______ _________,,1,,
971062,_____ ______ ______ _______ _______,,1,,
930019,_____ _______ _______ _______ _______,,6,,
933926,Kanz Aljawda Compay,,2,,
178915 ,_____ _____ ______ ______ _________,,1,,
460257,Sun Drop Drive Thru,,1,,
203734,____ _____ ________,,2,,
333748,_____ ____ _____ ______ _______,,1,,
762427,_____ ______ _______ ________,,3,,
118909,Greato Coffee,,4,,
872586,Mathaq Wow Chocolate,,1,,
133542,____ ___ ______ ________ (___ ____),,2,,
203716,_____ ______ ______ ________,,1,,
593454,_____ ____ ____ ____ _______ ______ _________,,1,,
445921,____ ____ _____ ______ _______,,1,,
715347,____ _______ _______ ________,,1,,
961100,_____ ___ _____ ________,,1,,
575953,____ ____ ______ ______ _______,,1,,
264643,____ _____ ____ ______ _________,,1,,
693238,____ _________ ___ ______ ______ ______ _______,,1,,
196528,____ ____ ______ ______ _________,,3,,
206693,_____ _____ ______ ______ _______,,1,,
675371,_____ ____ ___ _________ ________ ______ _______,,1,,
788721,fresh to go,,1,,
457205,_____ ___ _____ ______ _________,,1,,
503397,____ _____ ______ ______ ______ _______,,1,,
271293,Gult Free,,0,,
535476,Sahabat Altariq carwash,,1,,
696794,____ ___ ______ _______,,1,,
587382,____ ____ ____ _______ _______,,1,,
185371,_____ ____ ____ _______ _______,,1,,
471066,_____ ____ ____ _______,,1,,
488279,_____ _________ ___ _________ _______ ________,,1,,
365438,____ ___ ______ _________,,1,,
570044,____ ______ _____ ______ _______,,2,,
575714,Helwat Allaban Coffee,,1,,
367414,Lalona Coffee,,1,,
901214,_____ ____ ____ ______ _________,,1,,
415231,____ ____ ____ ______ _______,,1,,
172757,____ ___ ___ _______ _______ _______,,3,,
297636,____ ___ ___ ______ _________,,1,,
154367,____ ___ _____ ______ _________,,7,,
474566,____ ____ _______ ______ _________,,1,,
916135,____ _______ ______ ______ _______,,1,,
404700,_____ ___ _ _____ _______ _ _________,,1,,
759009,____ _____ _______ ______ _______,,1,,
849479,____ ___ _____ _______ _______,,1,,
173949,____ ____ ______ ______ _______,,6,,
809038,____ ____ _______,,1,,
524783,____ ___ ____ _______ _______,,1,,
877732,____ ___ ___ ______ _______,,1,,
226940,____ ___ ____ ______ _______,,1,,
168889,____ ______ _____ ______ _______,,1,,
717559,_____ ____ ________ _______ _______,,1,,
184314,_____ _______ ____ __ ______ ________ _______ _______,,1,,
576506,____ ____ ____ __ ___ ______ ______ _______,,1,,
972917,____ ______ _______ _______ ____ ___ ____,,1,,
607295,____ ____ __ __ ______ _________,,1,,
939784,_____ _____ _______ ______ _________,,1,,
617836,_____ ______ ______ _____ _______,,1,,
581386,_____ ____ ____ ___ ______ ______ _______,,1,,
369742,_____ _____ ______ ______ _______,,1,,
884942,____ _____ ______ ______ _______,,1,,
373959,____ ____ ______ _________,,1,,
913782,____ ___ ___ ________,,1,,
120989,____ _____ ______ _______,,3,,
214057,World AL-bahriat,,1,,
237473,____ _______ ______ ____ ______ ________ ____ ___ ____,,1,,
952021,Karak Eqpal,,1,,
321526,____ ___ ___ ______ _________,,1,,
536089,_____ ______ ______ _________,,1,,
311240,_____ ___ __ ______ _________,,2,,
431724,_____ ______ _______ ______ _______,,1,,
843753,Noi,,1,,
281932,____ ____ ______ ______ _______,,1,,
902948,_____ _______ ______ _________,,1,,
296521,_____ ___ ______ ______ _______,,1,,
717310,_______ _______,,0,,
199288,____ _____ ______ _________,,1,,
825287,_____ ______ _______ _______,,2,,
380919,_____ ______ _______ ______ _________,,1,,
796273,____ ____ _______ _______ _______,,1,,
894544,____ _____ ____ ____ ______ ______ _________,,1,,
350386,____ ____ _______ _______,,2,,
803384,jawaher restaurant,,1,,
743002,_____ _____ ______ ______ _______,,2,,
291317,____ ______ _____ _______ ______ _______,,1,,
352759,_____ _____ ______ _________,,1,,
397489,____ ____ ______ _________,,3,,
871505,____ _______ _______ ______ _______,,1,,
515763,____ _____ _______ _______ _______,,1,,
956586,____ ____ ____ _______ _______,,1,,
932433,____ ____ ______,,1,,
768533,____ _____ ___ ______ _______,,1,,
678238,Takya,,1,,
983248,_____ ____ ___ ______ _________,,0,,
513990,Pizza Rio,,3,,
232547,SPECIAL SIP,,1,,
753097,____ ____ _ _____ ________ ___ ____,,4,,
318359,____ _____ _______ _______ _______,,1,,
796048,____ ______ ___ ______ _______,,1,,
915117,____ ___ ___,,1,,
239502,_____ _____ ______ _________,,1,,
640232,____ _______ ____ _________ _______,,3,,
919190,____ ____ ____ _______ _______,,1,,
526451,_____ ___ ______ _______ _______,,0,,
379364,____ ______ ______ _________,,3,,
970200,____ _____ ______ _______,,1,,
426674,JR Lounge,,1,,
826936,_____ ______ ________ ________,,1,,
996080,_____ ___ ______ ______ _________,,2,,
558879,Alomdah Restaurant,,1,,
840788,_____ _____ ______ ______ _______,,1,,
313046,____ ___ ______ _________,,2,,
170924,____ ___ ______ _________,,3,,
737849,____ _____ ______ _______ ____ ___ ____,,4,,
487946,Makan Alabaq,,1,,
695291,____ _______ ______,,1,,
367135,1____ ____ ______ ______ _________,,1,,
229575,____ _____ _____ ______ _________,,1,,
315163,____ _____ _______ _______,,1,,
901902,____ ____ _____ ______ ______ _________,,1,,
406370,____ _____ ______ ______ _______,,1,,
398840,_____ ____ _ ____ ______ _________,,1,,
500416,_____ ____ _______ ______ _______,,3,,
964351,_____ ______ ______ _______ _______,,1,,
167152,____ _____ _______ ______ _______,,1,,
226589,____ ______ ________ ____ ___ ____,,3,,
917041,_____ _________ ______ _______,,1,,
732754,_____ ____ ______ ______ _________,,1,,
143582,Hawa lbnan,,1,,
463856,Tarweega Cafe,,1,,
902013,___ ____ ______ ______ _________,,0,,
675419,___ ____ ____ ____ _______ ______ _________,,1,,
447510,____ ___ _____ ________,,2,,
820357,Enjoyed Lounge,,1,,
222902,____ _____ ___ ______ _______,,1,,
458281,_____ ____ ____ ______ _______,,2,,
218400,____ ____ ______ ______ _________,,1,,
985059,____ ____ _____ ______ _________,,3,,
810713,_____ _____ _____ ______ _______,,1,,
476860,____ ______ ____ ______ _______,,1,,
584914,____ _______ ________ ________,,1,,
984825,_____ _____ _____ ______ _______,,3,,
901167,____ ____ ______ _________,,1,,
216895,____ _____ ____ ______ _______,,1,,
973816,_____ ____ __ ______ _______,,1,,
823524,____ ____ _______ ____ ______ _______,,1,,
585881,____ ___ ____ _______ _______,,1,,
239898,_____ ____ ____ __ ___ ________ ______ _______,,1,,
650648,____ _____ ___ ______ _______,,1,,
761897,____ ____ ______ _________,,1,,
268295,Rouh hadramot - separate,,1,,
809875,_____ ______ ______ ______ _______,,1,,
891391,____ _______ ______ _________,,2,,
985520,____ ___ _____ _______ _______ ____ ___ ____,,1,,
109837,____ ____ ____ ______ _________,,1,,
758002,_____ _____ _______ _______,,1,,
563454,____ _____ ______ ______ _________,,1,,
479961,____ ____ ____ ______ _______,,1,,
678589,____ ___ ____ ____ _______ ______ _______,,2,,
582860,_____ _____ _______ _______,,1,,
962085,____ ____ ______ _______,,1,,
567178,____ _____ _____ ______ _______,,1,,
933189,_____ _____ _____ _______ _______,,2,,
698439,_______ __________,,1,,
843000,____ _____ ____ __ ____ ______ ______ _________,,3,,
318895,____ ___ _____ __ _______ _____ ________,,3,,
573765,____ ____ ______ _________,,1,,
479960,Sushi ( Soma ),,1,,
573324,____ _________ ____ ___ __ ____ ______ _________,,2,,
975766,____ _____ ____ ______ _______,,1,,
963302,____ ____ _____ ______ _______,,1,,
457584,_____ ___ _ ___ ______ _______,,1,,
689354,_____ ____ _______ ________,,1,,
326631,______ _________ __ _____ ______,,2,,
245691,____ _____ ______ ________,,2,,
455874,_____ ___ ______ _______,,1,,
299869,____ ________ ______ ______ _______,,1,,
885084,____ ___ _______ _______ _______ _____,,1,,
640584,____ _____ ______ _________,,2,,
982203,Arwa Hussein Restaurant,,2,,
729306,Bahera Cafe,,1,,
667241,____ ___ ______ ______ _________,,1,,
798433,_____ ____ ______ ______ _______,,1,,
365288,_____ ______ _______ ______,,1,,
855880,____ ____ _____ _______ _______,,1,,
470336,____ ___ ____ _____ ________ ____ ___ ____,,2,,
780667,____ ____ ____ ______ _________,,4,,
540214,____ ____ ____ ______ _________,,1,,
462831,Shrimp piece,,1,,
799818,6 Am Restaurant,,1,,
653294,Vasto Restaurant,,1,,
435951,____ ___ _____ ______ _______,,3,,
921552,_____ ___ ___ ________,,1,,
398228,____ _____ _____ ________ - never logged in,,1,,
813377,_____ ____ ___ ____ _______ ______ _______,,1,,
543784,_____ _____ ______ ______ _______,,1,,
362880,____ ___ ____ ______ _________,,1,,
466303,____ _________ _____ __ _____ ______ ______ _______,,1,,
761745,____ _____ ___ ______ _______,,1,,
419349,____ _____ ______ _______,,2,,
189259,_____ ___ _______ _______ _______,,4,,
302337,____ _____ ___ ______ _______,,1,,
849609,____ ____ _____ ________,,4,,
184526,____ ____ ______ ________ ____ ___ ____,,1,,
599409,Lead coffee,,1,,
827789,_____ ____ ______ _________,,2,,
435997,_____ ______ _______ ______ _______,,1,,
991067,____ ____ __ ________ _______ _______,,3,,
988223,____ _____ __ ______ _________,,1,,
900475,____ ___ ____ _______ ___ ____,,1,,
261778,_____ _______ _______ ______ _______,,1,,
914594,_____ _____ ______ ______ _________,,1,,
294016,____ __ ______ ______ _________,,1,,
132397,_____ _____ ______ ______ _________,,1,,
398338,_____ ___ ___ ______ _______,,2,,
197385,____ ___ _____ ______ _______,,1,,
758437,Hideout,,1,,
847506,____ ______ _________ __________ ________,,1,,
791092,_____ ___ _______ ________ _________,,1,,
318004,Jal Al wadi,,1,,
515813,_____ ___ ____ ______ _______,,2,,
933234,____ ___ ______ ______ _______,,1,,
499399,Burger 12,,1,,
262456,Shop kawkab al- tout for sweet,,1,,
110061,____ ____ _______ _______,,1,,
970894,_____ ___ ____ __ ________ _____ ______ _________,,1,,
968456,_____ ___ _ _____ ______ _______,,1,,
318141,____ ____ ______ _______ _______,,2,,
645179,____ _____ _____ ______ _______,,1,,
140875,_____ _______ ____ ___ ____ _______ _______,,1,,
997363,____ ______ _______ ______ _______,,1,,
318438,Alrabia Res.,,1,,
248506,____ ____ _______,,6,,
967330,____ _____ ______ _______,,1,,
774380,____ _____ ______ ______ _______,,1,,
334690,____ _____ ______ ______ _______,,1,,
370544,____ _____ ____ ____ ______ _______,,1,,
443924,____ ____ _______ ______ _______,,2,,
809244,JAIL,,0,,
578564,._____ ____ ______ _______,,1,,
213312,____ ____ _____ ______ _________,,1,,
368773,____ _____ ______ ________ ____ ___ ____,,1,,
986781,____ ___ ___ _______ _______,,1,,
571672,____ _____ ______ ______ _______ ____ ___ ____,,1,,
166562,____ ______ ______ _______ _______,,4,,
567859,____ ____ ____ ______ _______,,2,,
576664,____ ____ ___ ______ _______,,3,,
282806,_____ ____ ______ ______ _______,,1,,
394576,_____ ____ ______ ______ _________,,1,,
265888,____ ____ ____ ______ _________,,1,,
973962,____ _____ _______ ________,,1,,
849960,____ ____ ___ ______ ______ _________,,1,,
713058,____ ____ ______ _________ ____ ___ _______ ______,,1,,
914363,____ ___ ___ ___ __ ____ _____ ______ _______,,3,,
208922,___ ____ _____ ______ _________,,1,,
167859,____ ______ ______ ______ _________,,1,,
295601,____ ____ ____ ______ _________,,1,,
583580,_____ ____ _ ____ ___ ______ _________,,1,,
330795,____ ____ _________ ________,,1,,
343839,____ ____ _____ ______ _________,,3,,
563815,____ ___ ___ ____ ______ _________,,1,,
151778,Sevinty Four,,2,,
893568,____ ____ _______ ______ _______,,1,,
638825,_____ ___ ______ _______,,1,,
622885,_____ ____ ___ ______ ______ _______,,1,,
923093,Falafel Bakers,,1,,
762854,Bagel-o-Bagel,,0,,
999878,____ ____ ______ _______,,1,,
231946,_____ ____ ______ ______ _________,,0,,
222604,____ _______ ______ ______ _______,,1,,
744231,_____ ____ ______ ______ _________,,1,,
853442,_____ ___ ______ ______ _________,,1,,
833911,_____ _____ ____ ______ _______,,3,,
225634,____ ___ _____ ______ _________,,1,,
386067,_____ ____ ______ _______,,1,,
842129,___ ___ ___ __ ____ _______ ______ _________,,4,,
238954,____ _____ _______ ________,,3,,
502217,____ ____ ___ ______ _________,,2,,
400881,____ _________ ____ _______ ___ _______ _______,,1,,
422018,_____ ____ ____ ______ _______,,1,,
792908,_____ ____ ____ ______ _______,,1,,
306199,_____ _______ _____ ________,,1,,
888858,_____ _____ ______ _______,,1,,
184837,_____ ____ ____ _________ ____ _____ ________,,1,,
160954,____ _____ _____ ______ _________,,2,,
328796,____ ___ _______ ______ _________,,1,,
730256,_____ ____ _________ ___ _____ ______ _______,,2,,
619887,_____ _____ ______ _______,,1,,
491960,_____ ____ ____ ______ _______,,3,,
708603,_____ ____ _______ ______ _______,,3,,
943931,_____ ____ ______ ______ _______,,2,,
942157,____ _____ ______ _________,,2,,
303064,_____ ____ ____ ______ _______,,1,,
355995,___ ___ ________ ______ _________,,1,,
805173,____ _____ _____ ________,,1,,
807987,____ ___ ____ ___ ______ _________ _______,,1,,
927161,_____ _____ ______ ______ _______,,2,,
683157,_____ _____ ______ ______ _______,,1,,
961575,____ ____ _____ ______ _________,,1,,
479410,____ _____ _______ ________,,1,,
101929,____ _______ ______ ______ _______,,1,,
897189,____ ____ _____ ______ _______,,1,,
504829,__________ ______ _______,,1,,
853828,____ _____ ______ ______ _______,,1,,
202795,_____ _____ ___ ________,,1,,
428273,____ ___ ___ _______ _______,,1,,
555295,_____ ___ ___ ______ _______,,1,,
491514,_____ ____ _______,,1,,
338745,____ ____ _____ ______ _______,,2,,
130947,____ ____ ______ ______ _______,,1,,
664249,____ ____ ___ ____ ______ ______ _________,,3,,
350969,_____ _____ _______ ______ _________,,1,,
290225,____ __ ________ _______,,2,,
959665,____ ______ _________ _______,,1,,
277941,_____ ____ ____ ______ _______,,2,,
787092,____ ___ ________ ________,,1,,
152373,_____ _____ ___ ______ _______,,1,,
689167,_____ ___ ___ ___ ____ ________ ________,,1,,
220689,_____ _____ _______ __ ___ ______ ________,,2,,
360427,____ ____ _____ __ ____,,1,,
572857,_____ _____ ______ ______ _______,,1,,
402004,_____ ___ _______ __ ___ ______ ________,,1,,
939809,____ ______ ______ _______,,1,,
894479,____ ____ _____ ______ _______,,3,,
920072,_____ _____ _______ _________,,1,,
878398,_____ ______ ______ _______,,14,,
644086,_____ ____ ______ ______ _______,,2,,
822581,____ ____ _______ _______,,1,,
571900,____ _____ ________ ______ _________,,1,,
800708,____ _______ _______ ______ _________,,1,,
608210,Al atqan Al areth,,1,,
155305,_____ ______ ________,,1,,
424601,____ ____ ______ ______ _________,,1,,
665805,____ _____ ___ ______ _______,,1,,
808280,____ ____ ____ ______ ______ _______,,1,,
172526,____ _______ _______ _______ _______,,3,,
519924,___ ____ _____ ______ _________,,1,,
624703,____ ___ ______ _________,,1,,
124872,____ _____ _____ _______ _______,,1,,
677395,____ ______ ______ ______ _________,,1,,
888976,____ ______ _______ ________ ____ ___ ____,,1,,
716940,____ _____ ___ ______ _______,,1,,
178606,_____ ____ ______ _______,,1,,
825871,____ ____ ______ ______ _________,,1,,
411521,_____ ____ _____ ______ _______,,1,,
297853,____ _____ _______ ________,,1,,
344321,____ _______ ______ _______ __________ _______,,1,,
312940,____ ___ _______ ______ _______,,1,,
663748,____ ___ _____ ______ _______,,1,,
911872,_____ ____ ____ _____ ______ _______,,2,,
626068,Capricorn Cafe,,1,,
845428,____ ______ ______ ______ _________,,1,,
915955,Sahin Samia Restaurant,,1,,
797344,_____ _____ _______ __ ___ ______ ________,,1,,
452029,____ ____ ______ ______ _______,,1,,
329047,____ ______ _______ ________ ___ ____ (___ ____),,5,,
594155,_____ ____ ____ ________,,1,,
150546,_____ ___ _______ _______,,1,,
710534,______ ______ ___ ______ _______,,1,,
603660,_____ _______ _______ ______ _______,,1,,
758652,____ ____ ______ _________,,1,,
379490,____ ____ ______ ______ _________,,1,,
631715,____ ___ ____ ___ ________ ______ _______,,2,,
825546,____ ____ _______ _______ ____ ___ ____,,1,,
948601,_____ ______ ________,,1,,
533196,____ ____ _______ ______ _______,,1,,
902252,___ ___ ____ ____ ________ ________,,1,,
503131,_____ ______ ________,,2,,
236855,_____ __ _____ ______ _________,,2,,
445985,____ _____ ______ _________,,1,,
465128,_____ _____ ___ _______,,1,,
601222,____ ____ ______ _________,,1,,
491988,____ _______ _______ _______,,2,,
212466,Today Spacial,,1,,
439776,____ _____ ______ ______ _______,,1,,
242273,____ ___ ____ _______ _______,,1,,
808400,____ _____ ______ _______ (Merged with #120989),,2,,
759879,____ ____ ________ ________,,0,,
576727,Chill Lounge Restaurant,,1,,
933862,____ _____ ___ ______ _______,,1,,
550227,_____ ___ ______ ______ ______ _______,,1,,
398266,____ ____ _____ ______ _______,,1,,
109621,____ ____ ______ ______ _________,,0,,
822206,_____ ___ ______ _______ _______,,1,,
217051,11cuts,,0,,
811356,_____ ____ ______ _________,,1,,
668139,____ ___ ___ ______ _________,,1,,
757202,____ ______ ______ _______,,2,,
581371,____ ____ _____ ____ ______ ______ _________,,1,,
181692,____ ____ _____ ______ _________ ____ ___ ____,,1,,
683662,____ ____ ______ _________,,1,,
602574,____ ___ ____ ______ _______,,1,,
579657,_____ _____ ______ _______,,1,,
838710,____ ____ _______ ____ ___ ____ ______ _____,,3,,
333035,____ ____ ______ _________,,1,,
376707,Shayah,,1,,
861731,____ ______ _________ __________ ________ ____ ___ ____,,1,,
174904,____ _____ _______ _______ _______,,15,,
735378,The Farm Restaurant,,1,,
807226,Bunista Roastery,,1,,
777893,Shawarma Shake,,1,,
773922,____ _____ _______ ______ _______,,1,,
214758,Moassasat Alkunafah Almomayaza,,1,,
917137,_____ ____ ____ ______ _______,,1,,
506464,_____ ____ ______ _______,,1,,
330150,____ ___ ____ _____ ____ ______ _________,,1,,
135917,____ _____ ___ ______ _______,,1,,
423031,Ebdaaltahmess Company,,0,,
226194,DIETARY Mass,,2,,
731188,____ _________ ____ ____ ______ ______ _________,,1,,
313851,FATOOSH AL-KHALEEJ RESTAURANTS,,2,,
695616,_____ _____ ____ ______ _______,,5,,
265739,____ ____ ______ _________,,2,,
621920,____ ___ _____ ______ _________,,2,,
444886,Hopper Cafe,,1,,
677719,30 Gram,,1,,
979662,____ ______ ______ ______ _________,,1,,
450146,____ ____ ________ ________,,1,,
564357,____ ____ _____ ______ _______,,1,,
155972,Fatela Cafe,,1,,
287880,Atyaf Restaurant,,1,,
477857,Tasat Samak,,0,,
629287,_____ _____ _____,,1,,
453943,Almejdaf,,1,,
947805,____ ___ _________ _______ ____ ___ ____,,1,,
256609,_____ ____ ____ ____ _______ ________,,1,,
497093,____ ___ _____ ______ _________,,1,,
901578,Shawar maker,,1,,
820627,____ ___ ____ ______ _______,,2,,
105771,Mr. Fadan Catering Company,,8,,
465474,Armam Restaurant,,1,,
587970,___ ______ _____,,1,,
666015,____ ____ ___ ______ _________,,1,,
180649,Elteqa Cafe,,1,,
843876,____ ____ _____ ____ ______ ______ _________,,1,,
499315,Rukn AlNathryah,,0,,
387000,___ ______ _______ ______ _________,,1,,
118961,_____ ____ ____ _______ _______,,1,,
882292,jolz,,1,,
644580,____ _________ _______ ____ _______ ______ _________,,1,,
849386,Favorite Dish Company for Catering Services,,1,,
245070,_____ _____ _______- _____,,1,,
887086,_____ ____ ____ ____ _______ _______ _______,,1,,
859267,LA FINCA #859267,,1,,
425514,____ ___ ____ ______ _________,,1,,
541631,____ ______ ______ ________,,2,,
110324,Toastic,,1,,
153856,_____ ____ ____ ______ _______,,2,,
896477,Nawa Patio - lounge,,1,,
654794,Acuppa tea,,1,,
457142,____ ____ _______ ____ ________ ______ _______,,1,,
747658,_____ _______ _____ ______ _________,,1,,
840117,Falafel Location,,1,,
459687,____ ___ ______ _______,,0,,
418187,____ ___ ______ _________,,1,,
994309,Brunch Bakery,,4,,
519714,____ ____ ________,,2,,
956411,____ ____ _ ____ ______ _______,,1,,
622690,____ ___ _______ ______ _______,,1,,
832951,Namwah,,3,,
