Account ID,Account Name,Brand Name,# of Branches,Sector,Contact Person
413746,Alista Lounge,,0,,
189300,Batchouli Coffee,,0,,
828231,____ _________ _____ ____ _______ ______ _______,,0,,
248526,Icon Cafe,,0,,
428388,_____ ___ ____ _______ _______,,0,,
955867,Alaywan Aldemashqi,,0,,
998656,_____ ____ _______ ______ _________,,1,,
946843,_____ ____ ______,,1,,
513616,____ ___ ______ _______ ____ ___ ____,,0,,
676268,_____ ____ ____ ____ ________ ______ _________,,2,,
176444,____ ______ _______ ______ _______,,0,,
539153 ,_____ _____ ________ ______ _______,,0,,
955907,_____ ____ ____ _______ ______ _______ _______,,0,,
419402,____ ____ __ ____ ______ _________,,0,,
570808,_____ ____ ______ _________,,0,,
836701,____ _____ _ ____ ________,,0,,
869468,____ _____ _____ ________ ____ ___ ____,,1,,
976315,____ ___ _______ ______ _______ ___ ____,,0,,
211956,____ ____ ____ ______ _______,,0,,
150672,____ _____ ____ ______ _______,,0,,
547267,____ _____ ______ ______ _______,,0,,
926600,Waqt alforn,,0,,
586360,Orange Cart,,0,,
586291,____ _____ ______ ________,,0,,
655441,____ ____ ______ ______ _________,,0,,
750658,Loading Coffee,,0,,
449190,____ ______ ________ ________,,0,,
872638,_____ ______ ______ ______ _______ (business closed),,0,,
474718,Sedran Co,,0,,
866140,____ ______ _______,,0,,
344600,____ _____ ________,,2,,
899660,Body Diet,,0,,
648398,____ _______ _______ ________ - Break,,0,,
732177,____ _____ _____ ______ _______ ____ ___ ____,,0,,
224113,Kholast Al burger,,0,,
866907,____ _________ ________ ______ _________,,0,,
967280,____ ____ _______ ______ _______,,0,,
394718,TAPLAINE,,0,,
244617,____ _____ ______ ______ _______,,0,,
106488,Durat Al-Raha,,0,,
860007,____ _____ ______ ______ _________,,0,,
577640,____ ___ ____ ______ _________,,0,,
534766,____ ___ ______ _________ (____ ___ ____),,0,,
619623,____ ___ _____ _______ _______,,0,,
371073,Ristretto Cafe,,0,,
444249,Keep Cafe,,0,,
488703,Sign juice,,0,,
964293,One Coffee Food?s company,,0,,
607645,canephora,,0,,
115248,____ ____ ________,,0,,
805689,____ _____ ______ _______ _______ ___ ____,,0,,
174766,_____ _____ _____ ______ _______,,1,,
323461 ,____ _________ ____ ___ _______ ______ _________,,0,,
676334,Selvana Restaurant,,0,,
537989,_____ ___ ____ ________,,1,,
918303,____ ____ ______ ______ _______,,0,,
846410,_____ ____ ____ _________ _______ ______ _______,,0,,
145830,_____ _______ _____ ______ ________,,1,,
463473,______ ____ _____ _____ ______ _______ ____ ___ ____,,0,,
713610,____ ______ _______ ______ ______ _______,,0,,
748994,____ ___ _________,,0,,
904582,____ _______ ______ _______ ______ _______,,0,,
675490,_____ ___ _______ _______,,0,,
298238,_____ _____ ______ ________,,1,,
640772,_____ _______ ______ ______ _______,,0,,
924363,_____ _____ ___ ___ _______ _______ _______,,0,,
959390,_____ _____ ________,,0,,
155411,____ ____ ____ ___ _______ _______ _______,,0,,
620193,_____ ____ _______ ___ ___ ______ _______,,0,,
509558,_____ ____ ____ ___ ________ ______ _________,,0,,
670953,_____ ___ ___ ______ _________,,0,,
376130,_____ _____ _________ _____ ____ ________,,0,,
777545,_____ ______ ____ ______ _________,,0,,
651944,_____ ____ __ ______ _________,,0,,
351791  ,____ ____ ________ ______ _________ ____ ___ ____,,0,,
738051,_____ ______ ______ ______ _______,,0,,
351722,____ _____ _______ ________,,1,,
871809,_____ _____ ________,,0,,
443576,____ _____ ______ ______ _______,,0,,
570419,____ ____ ___ ______ _________,,0,,
823687,_____ ____ ____ _________ ____ _______,,0,,
588064,____ ____ ____ ___ __ ____ ______ _________,,1,,
887157,_____ _______ _______ ______ _________,,0,,
378063,____ ____ ____ ________,,0,,
276332,_____ ____ ____ ____ ______ _______,,0,,
938920,_____ ____ ______ _________,,0,,
454990,_____ _______ ____ ______ ______ _________,,0,,
211974,Veloce Cafe Aseel Mogabel,,0,,
701217,____ ____ ___ ___ ______ _________ ____ ___ ____,,0,,
403301,____ _____ ____ ________ ____ ___ ____,,0,,
764336,Coffeza,,1,,
286310,B and C,,0,,
608327,TropiQ social hub,,0,,
627278,____ ______ _______ ________ ____ ___ ____,,0,,
876521,____ ___ ______ ______ _______,,0,,
827804,____ ___ ______ ________,,0,,
377823,Melt,,0,,
546321,Layali Kaza,,0,,
427518,Rayt Almathaq Food Company,,0,,
676030,____ _____ ____ ____ ______ ______ _________,,0,,
417909,____ _____ _________ _______ _______,,1,,
206698,_____ ___ _______ _____ ________,,1,,
135239,____ ____ _____ _______ ( ____ ___ ____ ),,0,,
355359,_____ _____ _______ ____ _____ ____ ________,,1,,
613936,____ _____ ________,,0,,
871662,____ _____ ____ ________,,2,,
728078,____ ____ _________ ____ ______ ______ _________,,1,,
617898,____ ___ ____ __ ____ _______ _______ _______,,1,,
905849,____ ____ _____ ______ _______,,0,,
627481,_____ ___ ____ ______ _______,,0,,
847990,Ayla Café,,0,,
846997,_____ ___ _____ _______,,1,,
833331,____ _____ ________,,0,,
252786,_____ ____ ______ _______,,0,,
933233,____ ____ _______ _______ ________,,0,,
583526,____ _________ _________ _____ _______ ________ ____ ___ ____,,0,,
647481,_____ ______ ___ _____ ______ ______ _____ _________,,0,,
637479,_____ ___ _______ ____ _______ ______ _________,,1,,
423646,____ ____ _____ ________,,1,,
970482,____ _____ _______ ______ _______,,0,,
173796,_____ ____ ____ ____ ______ ______ _______,,0,,
745774,_____ ________ ______ _______,,0,,
833824,Calm Cafe,,0,,
265812,____ _______ ______ _______,,0,,
681800,_____ ____ ____ ________,,0,,
610487,Protein,,0,,
185794,SPA,,0,,
534019,____ ___ _______,,0,,
383185,Annabi Resturant,,0,,
408940,____ ____ _______ ________ ( ____ ___ ____ ),,0,,
544064,Vitamin 13,,0,,
103891,Shawerma roco,,2,,
794932,Reef Meals,,2,,
823731,_____ _____ ______ ______ _______,,0,,
650440,_____ _____ _______ _______ ______ _______,,1,,
288708,_____ ______ ____ ______ _________,,0,,
158098,____ ___ ____ ______ _________,,0,,
143325,___ ______ ______ _________,,0,,
236559,TASTY TAIS,,0,,
149423,____ ______ ______ _______ _______,,0,,
658334,____ ______ _______ (____ ___ ____),,0,,
458516,____ _____ _______ ______ _______,,0,,
770827,_____ _____ ______ _______,,0,,
687265,_____ ___ _______ ______ _______,,0,,
651994,Sky Horizon Co.,,0,,
131950,____ ______ ______ _____ ______ _______,,0,,
118596,10 _____ - Makka Franchise,,0,,
603786,Moreish Restaurant,,0,,
177081,COFE Oz,,0,,
696383,QR Cafe,,0,,
801231,Dark cafe,,0,,
642982,____ __ _____ ______ _________,,0,,
761231,Eadarah For Commercial Investment / Hans & Gretel,,0,,
234147,_____ ___ ___ ______ _______,,3,,
149605,____ ____ ________ ________,,0,,
110565,Khayalik,,0,,
795937,____ ____ _______ ________,,0,,
232012,_____ ____ ______ _________,,0,,
344675,Terra's Table,,0,,
210896,Fish basket restaurant (Advance),,0,,
761576,Coffee Extraction,,0,,
355444,_____ _____ ______ ______ _______,,1,,
728307,____ _____ ______ _______,,1,,
234465,____ _____ ____ ______ _______,,0,,
936064,____ ____ ______ _______ ______ _______ ___ ____,,0,,
850881,_____ ___ ______ ______ _______,,1,,
222186,____ ____ ______ ______ _______,,0,,
268208,_____ ____ ___ ____ ________ ______ _______,,0,,
824354,Javana,,0,,
467266,_____ _____ ___ _______,,0,,
100109,___ _____ ___ ____ _____ - Live Cooking,,0,,
160834,____ _____ ____ ______ _________ ____ ___ ____,,0,,
137417,Narges restaurant,,0,,
842511,____ ____ ______ _________,,0,,
682753,____ ____ ________ ____ ___ ____,,0,,
406386,HUSH CAFE,,0,,
326449,Coffee Lost,,0,,
671878,Ocean Speciality Coffee,,0,,
890839,Qamraa Cafe,,0,,
279926,____ _______ _______ ________,,0,,
145606,J Cafe,,0,,
462900,Merge Restaurant,,0,,
908317,_____ _____ ______ ______ _________,,0,,
874857,Restaurant QALAA AL-JOOD For Meals,,0,,
650365,____ _______ _______ _______,,0,,
915168,_____ ____ ____ _______ _______,,0,,
873465,Food Systems Trading Company.,,0,,
247937,____ ______ ______ _________,,0,,
239175,____ ______ _____ ______ _______,,0,,
848432,Just Right,,0,,
873629,Harari Cafe,,0,,
682378,_____ ____ _____ ____ ______ ________,,0,,
249284,Hawyna,,0,,
813433,___ ______ ______ _________,,0,,
136039,Mr.chai,,0,,
381477,____ _______ _______ ______ _______,,0,,
812311,____ ____ ________ ________ _______,,0,,
388819,_____ _______ ____ __ ____ _______ ________,,0,,
391933,____ ____ ________ ______ _______,,0,,
732669,Food Systems Trading Company,,0,,
857912,ALORA cafe,,0,,
806541,_____ _____ ____ ____ ______ ______ _________,,0,,
270691,Ultro,,0,,
539494,Verve Cafe - Ahsa,,1,,
655616,____ ___ ______ _______,,1,,
159691,Ballady Bukhari,,0,,
135139,____ ____ ________,,0,,
215584,Doomidoo One,,0,,
300445,GRAYROSE,,0,,
223085,GOFRIED,,0,,
228887,____ ____ _____ _________ _______ ( ____ ___ ____ ),,0,,
523086,Dahleez 7,,0,,
247043,_____ ______ _______ ______ _________,,0,,
649953,____ ___ ______ ______ _________,,0,,
975015,____ _____ _____ _______ _______,,1,,
761274,___ _____,,0,,
334377,Shawermaster,,0,,
468761,____ _____ ______ _________,,0,,
884945,____ _____ ______ ______ _________ ( ____ ___ ____ ),,0,,
345378,____ __ _____ ________,,0,,
908582,Fator Marwan,,0,,
649914,____ _____ _____ ____ _______ _______,,0,,
625679,Namaa Food Company Ltd / _____ _____,,0,,
861896,Sager Restaurant,,0,,
268252,_____ ______ _______ ______ _______,,0,,
388378,_____ ____ __ ____ _____ __________,,1,,
237513,____ _____ ______ _______,,0,,
405600,_____ ___ _____ ______ _______,,0,,
886347,_____ _____ ________ _______ _______ ____ _____ ______ ______ ____ __ ____,,0,,
542888,____ ____ ______ ______ ______ _______,,0,,
686565,_____ ____ ______ ______ ________,,1,,
495697,____ ___ _______ _ ______ _______,,0,,
838487,_____ ___ _______ ______ _______,,1,,
768749,____ ___ ______ _______ (____ ___ ____),,0,,
405121,____ ____ _____ _________ _______ ____ ___ ____,,0,,
984821,_____ _____ ________ _______,,0,,
911270,_____ ____ _____ ______ _________,,0,,
775383,____ ____ ______ _______,,0,,
227883,ELEVATE,,0,,
592375,_____ ___ _____ ______ _________,,1,,
133735,Raffels Grill Shop,,0,,
811278,____ ____ _____ ______ _______,,1,,
334270,____ ____ ___ ______ _______,,0,,
916809,Lyf,,0,,
764641,_____ ____ ____ ______ _________,,0,,
281279,____ ______ ________ ______ _________ 2,,0,,
891091,____ _____ _____ _______ _______,,1,,
207263,____ ______ _______ ______ _________,,0,,
128086,loqaimaty,,0,,
757303,____ ____ ______ ________,,0,,
459982,_____ ______ _________ ______ _______,,0,,
888234,____ _____ ____ ________,,1,,
813409,____ ____ _____ _______ _______,,0,,
389014,_____ ____ ______ _______,,0,,
615430,_____ _____ ____ ______ ________,,0,,
772252,____ _______ _______ _______ ________,,0,,
551215,_____ _____ _______ ____ _____ ________,,0,,
232804,_____ ____ ________ _______,,0,,
834785,____ _______ ______ _______,,0,,
864697,_____ _____ _______ ________,,1,,
954247,____ ____ ______ ______ _______,,0,,
490178,_____ _____ ____ ______ _____,,0,,
517491,____ ____ ____ ______ _______,,0,,
922130,____ ____ ______ ______ _______,,1,,
124680,_____ ____ ____ ___ ______ _______ ________,,1,,
599084,_____ ______ _________ ______ _______,,1,,
758868,____ ___ _______ ____ ______ ________,,0,,
182823,CC'S,,0,,
803612,Khebaza,,0,,
803645,_____ ____ ____ _________ ______ _______,,1,,
769924,_____ ____ _____ _______ _______,,0,,
977533,_____ ___ ___,,0,,
203532,____ _____ _______ ______ _______,,0,,
515209,Nabat coffee,,0,,
423650,New Drinks,,0,,
262727,____ ____ ________ ____ ___ ____,,0,,
978439,____ ____ ____ _______ _________ ______ _ ____ ___ ____,,1,,
111218,Enaq cafe,,0,,
315955,_____ ____ _______ ____ ______ ______ _________,,0,,
992283,Afis Table,,1,,
560861,____ ___ _______ ______ _______,,1,,
922792,karak mais,,0,,
179813,_____ _____ _____ ______ ________,,0,,
648972,____ ______ ________ _______ ________ - churn,,0,,
463787,Lounge.,,0,,
236757,____ _____ ___ ______ _______,,0,,
308610,_____ _____ ____ ____ _______ ______ _______,,0,,
539521,Jmeed,,0,,
251781,Golden Drop,,0,,
674014,_____ _____ ______ _________,,0,,
503155,_____ ____ ____ ___ ______ ______ _______,,0,,
615905,____ _______ ______ ________,,0,,
226043,_____ ____ ____ ___ ____,,0,,
908610,____ __ _______ ______ _________,,0,,
576289,____ ______ _______ _________ _______,,0,,
327921,Black Drop,,0,,
905084,_____ ____ _______,,0,,
777426,____ ____ ______ _________,,0,,
316048,____ ____ ______ ________,,0,,
568341,_____ _____ ______ ________,,1,,
292206,____ ___ ___ ________,,0,,
654283,____ _____ ___ ______ _________,,0,,
924164,Emdad Coffee,,0,,
890718,_____ _____ ______ ______ _______,,0,,
904179,____ ____ ________ ______ _________,,0,,
120330,____ ____ _____ ___ _______ ________,,0,,
475150,____ ______ ______ _______,,0,,
927816,Zeno Pizza,,0,,
785601,Preto Cafe,,0,,
479383,____ ____ ______ ______ _______,,0,,
215106,Mohamed Abdulmohsen Al Rasheed Co. (Al Ammariah Hills Restaurant),,0,,
887640,Early Coffee,,0,,
812580,ROMPER,,0,,
136234,_____ ______ ___ _______ _______,,0,,
108977,Terminal Two,,0,,
531430,____ ____ _______ ________,,0,,
192587,_____ ___ ____ _____ ________,,0,,
627198,_____ ____ ___ ________,,0,,
872119,_____ ____ __ ___ __ ____ _______ ________,,1,,
976780,____ ___ ___ ______ _________,,1,,
280987,____ ___ ___ ______ _______,,0,,
145293,Campanula,,0,,
433155,____ ______ _______ _____ ____ ______ ________,,0,,
438507,___ _______ ______ ________,,1,,
216341,Hashtaq Burger,,0,,
893090,_____ ___ ______ ______ _______,,0,,
664512,____ ___ ______ _______,,2,,
272504,____ _____ ____ __ ___ ______ ______ _________,,1,,
127382,_____ _____ ______ ________,,0,,
676755,_____ _____ _________ ______ ________,,0,,
964096,Nabd Al qahwah,,0,,
823514,_____ _____ ___ ______ _________,,2,,
172040,_____ _____ _____ _______,,1,,
588481,____ _____ ____ ______ _______,,1,,
211206,____ ______ ______ ________,,2,,
307336,___ ___ ____ ______ _________,,1,,
513126,____ ___ ________ ______ _________,,0,,
307251,_____ ____ _____ ________,,1,,
826948,____ ____ ______ ______ _______,,0,,
877949,____ ____ ____ ___ _______ ______ _________,,1,,
241829,____ ____ _____ _______ _______ _______ _______,,1,,
619045,_____ ____ ___ ______,,1,,
908568,____ ____ _______ ______ _________ (___ ____),,2,,
790631,____ ___ _______ ________,,0,,
125434,_____ ____ ______ ______ _______,,0,,
518187,____ ____ ____ ________,,1,,
171278,____ _____ ______ ______ _________ ____ ___ ____,,0,,
111742,_____ _____ _____ ______ _________,,1,,
325047,____ ____ ____ ___ ___ ________ ______ _________,,1,,
286955,_____ _____ ____ ____ _______ _______ _______,,1,,
371599,_____ ___ ______ _______,,0,,
609041,____ _____ _______ ____ ___ ____,,1,,
819170,_____ ___ ______ ______ _________,,1,,
257793,____ ______ _______ _______,,1,,
800759,____ _____ ____ ______ _______,,0,,
500152,___ _____ ____ _______,,1,,
852746,_____ ____ ___ ___ ____ _______ ______ _________,,1,,
813051,____ ____ _______ ______ ______ ________ ______ _________,,1,,
907898,____ ____ _____ ______ _______,,1,,
287711,____ _____ _______ ______ _____,,1,,
728862,_____ ____ ____ ____ ______ ________,,1,,
461110,____ ____ _____ ______ _______,,1,,
487305,____ ____ ______ ______ _______,,1,,
920764,_____ ___ ____ ________,,1,,
279316,____ _____ _______ _______ ____ ___ ____,,0,,
668155,____ ___ ______ _________ 668155,,0,,
663924,____ ______ ___ _______ _______,,1,,
821505,____ ______ _______ _______ _______,,0,,
365840,_____ ____ ______ _________,,1,,
858964,____ _____ ____ ______ _________,,1,,
612129,_____ _____ ____ _______ ______ ______ _________,,1,,
957526,_____ ____ ______ _______,,1,,
903701,____ _____ ______ _________,,0,,
870872,_____ ______ _____ ______ _______,,1,,
590628,____ ____ ____ ____ ______ ______ _________,,1,,
758232,fun run,,1,,
803117,_____ ____ _____ ________,,1,,
954956,Dark_Cafe,,0,,
163238,____ ____ ______ _________,,0,,
302970,_____ ___ ____ ____ _______ ______ _________,,0,,
321574,____ ____ ______ _________,,0,,
820444,SAHHARA,,0,,
223272,____ ____ _____ ______ _______,,0,,
957041,Artama (cafe & restaurant),,0,,
902053,Kharaz Coffee,,0,,
896917,Saleh Misfer Alamer for fast food,,0,,
585280,____ _______ ______ ______ _________,,1,,
535930,_____ ____ _______ ______ _______,,2,,
629634,_____ ____ ____ ______ _______,,1,,
845760,____ ______ ______ _________,,0,,
827958,____ ___ ______ _________,,1,,
691937,______ _____ ______,,0,,
384118,_____ ____ ___ ______ _________,,1,,
685710,_____ ____ ____ ____ ____ ______ _______,,0,,
753498,____ _____ ____ _______ _______,,1,,
216318,____ ________ ______ ______ _______ (1),,0,,
612233,_____ _____ ___ _______,,0,,
572746,Tab,,0,,
919321,____ _____ _______,,1,,
555358,_____ _______ __ ___ __ _______ _______ _______,,0,,
129877,____ ___ ________,,0,,
415203,Steakanji Makkah,,0,,
551112,___ ___ ___ ___ _______ _______,,0,,
667710,_____ ______ _______,,0,,
521123,Baan Thai,,1,,
828763,Aryash Restaurant,,0,,
154719,____ ____ ___ ______ _________,,1,,
836537,Fogon Restaurant,,0,,
458104,____ ____ ___ __ ____ _______ ______ _______,,1,,
937539,_____ ___ _____ _____,,0,,
388352,____ ___ ____ ______ _______,,0,,
210573,_____ ____ _____ ______ _________,,1,,
128495,_____ ______ ________ _______ ________,,1,,
712719,____ ____ ______ _______,,0,,
124604,___ ____ ______ _________,,1,,
262489,____ ____ ___ ______ _________,,1,,
561621,____ _____ ___ _______ _______,,1,,
497312,_____ ____ ________,,1,,
971818,_____ _____ ___ _______,,1,,
174054,_____ ___ ____ _______ ________,,1,,
164242,____ __ ___ ______ _________,,0,,
988280,#988280 LAVAS COFFE,,0,,
727312,CHAPEAU,,0,,
969469,Burger Folks,,0,,
528926,____ __ ___ ______ _______,,0,,
754854,___ ___ _____ ______ _________,,1,,
878849,_____ ___ _ ___ ______ _______,,1,,
614681,_____ ____ _______ ______ _______,,0,,
533977,_____ _____ ___ ______ _________,,1,,
848754,____ ___ _______ ______ _________,,1,,
781849,_____ _____ _______,,0,,
510506,____ ____ ____ _________ ______ _______ _______,,0,,
573761,_____ ______ ______ ______ _______,,0,,
691708,_____ ___ ___ ______ _________,,0,,
496985,_____ ____ _____ ______ _________,,0,,
820027,____ ___ ________ ______ _______,,0,,
883770,Raseef Al qahwa,,0,,
549445,Quarter Coffee Shop,,0,,
333179,Top one B1,,0,,
425465,Shawarma 5,,0,,
190924,____ _______ _ ______ ________,,0,,
711599,____ ______ ____ ______ _________,,1,,
470211,____ ______ _______ ______ _______,,1,,
630666,____ ___ _______ ________ _______ ________,,0,,
187733,_____ ____ ______ _______,,0,,
628975,_____ ______ _____ _______ ________,,0,,
741957,____ ____ _____ ______ _________,,1,,
584773,_____ _____ _______ ______ _______,,1,,
970275,___ _____ ______ _________,,1,,
950866,____ ____ ______ ______ _______,,0,,
821647,____ ______ ______ ______ _______,,0,,
299627,____ ____ ______ _________,,1,,
569834,____ ____ _______ _______,,2,,
326869,___ ___ ____ ________ ________,,1,,
961332,Asaer AL-Omdah,,0,,
279446,____ _____ ______ _______ ____ ___ ____,,0,,
838218,____ ___ ______ _______,,1,,
938336,EL Cafe,,0,,
400581,____ ____ ___ ______ _______,,0,,
910843,____ _______ ____ ____ _____ _________ _______,,1,,
487753,The burger truck,,0,,
433659,Al Sultan Sweets,,0,,
545832,_____ _____ ______ _______,,0,,
880257,Ribs and brisket,,0,,
897039,Pickles,,0,,
446439,Enzo jeddah,,0,,
803030,The B lounge,,0,,
717301,____ ______ _______ _______,,0,,
496369,____ ______ ______ _______ _______,,0,,
264154,____ ________ __ _______ __ ____ ______ ______ _________,,0,,
357901,____ ____ ____ ______,,0,,
954877,_____ ___ ____ ______ _______,,0,,
215464,_____ _______ _______ ______ _______,,0,,
718635,Tinh,,0,,
680051,_____ _______ ______ ______ _________,,1,,
211985,Mada alentshar company,,0,,
791145,auad Al-Geaid,,0,,
139926,_____ ______ ______ _______,,0,,
682304,____ _____ _____ ______ _______,,2,,
140004,____ _____ ______ ______ _________,,1,,
256599,_____ ____ ____ ______ _______,,1,,
354518,_____ _____ ______ _______ ________,,0,,
306509,_____ ____ ______ _________,,0,,
957305,____ ____ _______ ________ - Cairo,,1,,
948913,_____ ____ ___ ______ _______,,0,,
561972,____ ___ ___ ______ _______,,0,,
809741,_____ _____ ________ ________,,1,,
253374,Churn,,0,,
524874,___ _____ _____ ________,,1,,
834407,_____ _____ ____ ______ _________,,0,,
611388,____ ____ ____ ____ ________ ______ _______,,1,,
331798,____ ____ ___ ______ _________,,1,,
544578,____ ____ ___ ______ _________,,1,,
403519,____ ______ ______ _______,,0,,
271190,_____ _____ _____ ______ ________,,0,,
684087,____ ___ ____ _ ______ ______ _________,,0,,
599506,_____ ____ ____ __ ___ ______ ________,,1,,
665320,____ ___ ______ _______ _______ ___ ____,,1,,
128566,____ ____ ____ _______,,1,,
282752,_____ ____ ______ ______ _______,,0,,
639719,_____ ___ ____ ___ _______ _______,,1,,
303050,____ _____ _______ ______ _______,,2,,
949953,_____ _____ _______ _______,,1,,
154155,____ ___ ____ ______ _______,,0,,
149287,____ _____ ______ _________,,1,,
570136,____ _____ ____ ______ _________,,1,,
362927,____ ____ _____ ______ _________,,1,,
762141,_____ ___ _______ ______ _________,,1,,
352467,_____ ____ _________ ______ ______ _______,,1,,
697100,____ ___ _______ ______ _________,,1,,
292599,2 _____ ____ _____ ____ ____ ____ _______ _______,,1,,
337650,_____ ____ ____ ____ ______ ________ ________,,0,,
275112,_____ _______ _____ _______,,1,,
976187,____ _____ ___ _______ ______ ______ _________,,0,,
151731,____ _____ _______,,0,,
795588,_____ ___ ____ _______,,0,,
801317,_____ _______ ___ ______ ______ _______,,1,,
826272,_____ ______ ________,,0,,
881825,______ _____ _________ _______ _______,,0,,
505713,____ _____ ________ ______ _______,,1,,
577435,Minitell,,0,,
292745,Zamil Hasan Sabahi for Serving Meals,,0,,
226838,____ ___ _______ ____ ___ ____ 3,,0,,
607422,_____ _____ ______ _______ ________,,0,,
339053,____ ______ _________ _______ _______,,1,,
514177,____ _____ _______ ____ ____ _______ ______ _______ Foodics One,,0,,
782098,______ ______ _____,,0,,
190657,____ ___ ____ _______,,1,,
325199,_____ ___ _______ ______ _______,,1,,
771011,____ ______ _______ ___________,,1,,
594604,_____ ______ _______ _____,,1,,
618300,_____ ________ ______ ______ _______,,1,,
313575,____ ____ ___ _______ _______,,0,,
534408,_____ ____ _______ _________,,1,,
892488,_____ ___ _____ ________,,1,,
460000,_____ ___ ________,,0,,
552842,_____ _____ ____ __ ___ ______ ________,,0,,
687800,_____ ___ _____ ______ _________,,0,,
342818,Establishment Nazar Mohamed Slemann Al-Tarif Commercial,,1,,
326477,___ ____ ______ _______,,0,,
962416,____ ____ ____ ______ _______,,1,,
620281,____ _____ _______ _______,,2,,
945916,_____ _____ _______ (____+____),,2,,
466156,_____ _____ ______ ______ _________,,5,,
747155,_____ _____ _______,,2,,
514596,____ ____ ________,,0,,
536979,____ ____ ______ _______,,0,,
190166,_____ _______ _ ___ _______,,1,,
176920,chai asef,,0,,
131503,_____ _____ _______ _______,,0,,
967638,Green Basket,,0,,
329933,Majmouaat Seed Abdullah Khati,,0,,
149167,_____ _____ _______ _____ _______,,0,,
515526,_____ ____ _____ ______ _________,,1,,
593164,PadelCube,,0,,
790568,_____ ______ ____ ________,,1,,
109400,_____ ____ _____ ____ ______ ______ _________,,1,,
273178,_____ ____ ___ _____ _______,,1,,
615512,____ _______ _______ ________,,0,,
106213,____ ___ ______ _________,,1,,
550216,____ ____ ____ ______ _________,,0,,
253383,____ _________ _________ ________ ______ _______,,0,,
988131,___ ____ _______ ________,,0,,
111029,Oliva Restaurant,,0,,
686328,____ ___ ___ ______ _______,,0,,
422128,_____ ___ ___ ______ ________,,0,,
274352,_________ ____ ___ _____,,1,,
678345,____ ______ ___ _______ _______,,1,,
383578,____ ___ ___ ______ _________,,1,,
833734,_____ ______ _____ ______ _______,,1,,
457658,____ _____ ______ ________,,1,,
396712,STARBUCKS )Franchis,,0,,
387352,Dayaat Bairut Restaurant (Churn),,0,,
501540,____ ______ ___ _______,,0,,
595081,____ _______ _______,,0,,
830946,____ _______ ______ ______ _________,,0,,
578507,____ ____ _____ ______ _______,,0,,
691110,_____ ____ ____ ____ _____ ______ _________,,1,,
740283,____ ___ _____ ______ _______ (____),,0,,
310505,____ ____ ______ _________,,0,,
132661,____ ____ _____ _______ _______,,0,,
357338,____ ______ ____ ______ _________,,0,,
484640,____ ___ _______ ______ _______,,1,,
685862,____ _____ ____ _______ _______,,1,,
814628,___ _______ ___ _______,,1,,
331884,____ _________ ____ ___ _______ ______ _______,,1,,
259660,Feras Cafe,,0,,
445413,____ _______ _______ ________,,1,,
674539,____ ______ _____ ________,,0,,
191219,____ ___ ______ _______ ____ ___ ____,,2,,
910927,____ _______ ______ _______ ____ ___ ____,,0,,
419420,___ ____ ____ ______ _________,,0,,
804679,____ _____ ___ _______ _______,,1,,
474280,____ _____ ______ ______ _________,,1,,
640464,_____ ____ ___ _____ _____ ______ _________,,1,,
573462,___ ____ ___ ______,,1,,
930225,____ ___ ______ _______ _______ ___ _____ ____,,0,,
728568,____ ____ ___ ______ _________,,0,,
591345,_____ ____ ______ ______ _________,,0,,
190512,____ ____ ______ ______ _______,,0,,
874656,_____ ____ _________ ______ _________,,0,,
438090,____ _____ ______,,0,,
467496,Ayan Hotel,,0,,
276107,____ ____ _________ __ ____ ______ ______ _______,,0,,
387963,Wate,,0,,
947393,TAMATA,,0,,
714981,alamar cafe,,0,,
958237,Kosharita,,1,,
915319,MATADOR CAFE & LOUNGE,,0,,
438871,____ ___,,1,,
920017,_____ ____ __ ____ __ ____ ________ ______ _________,,0,,
375266,TAWLIFAH,,0,,
728452,____ _____ ______ _______,,1,,
869950,_____ _____ ______ ______ _________,,1,,
233563,____ ___ ___ ______ _________,,1,,
163293,____ ___ ____ ______ _________,,1,,
329926,____ ______ ______ _______ _______ (____ ___ ____),,0,,
782186,____ __ ___ _______ ____ ___ ____,,0,,
739495,____ ____ _______ _____ ______ _________,,0,,
356021,_____ ______ _______ ________,,1,,
997611,____ _____ ____ ____ ______ ______ _________,,1,,
377269,____ ______ _____ ______ _________,,1,,
873701,____ ___ ________ (873701),,0,,
752650,_____ ___ _______ ______ ________,,2,,
563564,_____ _____ ___ ____ ____ _______ ______ _________,,1,,
372030,____ ______ ________ ____ ___ ____,,3,,
493890,_____ _____ ______ _______,,0,,
336595,_____ ___ ______ ____ __ ____ ______ ______ _______,,0,,
339221,_____ ___ ____ ______ _________,,0,,
333146,____ _____ ___ ______ _______,,1,,
831564,____ ______ ______ _________,,2,,
246742,_____ ___ ____ ____ ____ _______ _______,,1,,
716739,____ ____ ______,,0,,
574242,_____ ___ ______ ______ _________,,0,,
646618,Al Diyafah Restaurants,,1,,
725709,_____ ____ _________ _________ ______ ______ _________,,0,,
322857,____ _____ ______ ______ _________,,0,,
981186,Ghassan Hotel,,0,,
409988,Maison Clique,,0,,
372807,____ _____ ______ ________,,0,,
388585,____ ___ ____ __________ ______ _______,,0,,
601749,Graviton,,0,,
635450,Cafe Location,,0,,
713981,____ ___ ____ ________ (____ ___ ____),,0,,
426478,____ ___ ______ _______,,2,,
225829,____ _____ ___ _______,,0,,
853119,_____ ____ ______ _________,,1,,
